date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2022-08-01,Europe,Russia,7103230,1751,147525,777,9673204,30755,0.502566977,4.793008871,67806621,8390330,50928528,75370,18686,1.418395164,9.032808029,786223288,484.9369712,43.94057336,9.773187093,15.59756274,18658.49601,19.73592913,310.4510213,11.69563496
2021-12-01,Asia,Brazil,2558231,8967,216916,699,33605324,19416,0.175624781,8.54676006,89804069,69142131,19785590,97815,12292,1.979617112,17.49152718,964602784,629.2842508,36.20116152,16.73707613,15.02213918,46615.54115,7.862546173,248.2048499,4.036350246
2021-04-01,Europe,Italy,6659908,7430,432184,385,90360129,13672,0.658622509,203.771469,5272098,7273990,25966501,27928,9796,1.542599757,53.47444571,532095906,366.4520302,30.12002066,24.59877093,16.705781,42333.26684,35.67382564,390.4336563,14.62738462
2020-10-01,Asia,India,3080389,7170,161149,229,21850453,83468,0.97543829,114.0387971,97467565,32897385,55869348,63179,1075,0.711537593,34.80803283,1040044713,854.001403,49.33710123,24.49367166,13.48574112,62965.13865,29.95736097,106.0447745,11.43916524
2022-05-01,Europe,Germany,6314127,1461,177169,197,52555502,70385,0.776281664,273.2107121,37198120,32305050,43874431,34328,17386,1.812801706,9.820519729,411428694,85.23108585,24.15486752,20.23373426,14.63671844,14255.28345,12.87235228,653.7642571,7.055951797
2020-05-01,Europe,Brazil,9792712,5184,286647,322,46211871,5639,0.718272832,59.863757,11663415,10602119,25149971,31632,14702,0.524860625,59.12007606,646445820,809.6291638,20.06721419,15.55967451,4.766261884,8433.784824,48.09478495,275.1442793,7.78622318
2022-04-01,Europe,Russia,1659066,234,348984,830,68024972,59220,0.621340021,145.8775843,62098447,48958658,32900326,62074,9657,2.044713846,25.5389337,1227661313,850.4409262,22.61631203,17.92919736,11.5966077,13291.52592,11.91752952,182.3626167,14.52737492
2020-08-01,Europe,Russia,2148815,1548,131827,202,99317124,87594,0.521488622,439.16991,28485259,73602837,41423038,72690,11417,0.840307503,72.1469253,170621956,612.5565787,49.59036569,7.528368897,12.01606738,61106.56972,24.94991883,592.9646175,4.064425166
2021-01-01,Europe,Russia,7355740,7480,301407,782,55209971,29427,0.861944092,141.5382196,19580993,20591173,4525991,64947,12939,0.861937126,32.8150061,1138367117,360.1669185,42.84959954,18.54323459,12.94257924,67316.91426,3.953420023,743.5068728,19.9610374
2020-01-01,Europe,Italy,4135314,2100,448073,421,1419351,3889,0.549908387,132.1299389,35188183,18332498,55619530,77621,2142,1.278897619,84.93431648,1096337789,168.1573928,44.95527689,24.00492748,5.176668962,29110.29233,43.9511526,231.1733565,11.14153241
2022-10-01,Europe,Italy,1607618,3173,410616,56,3727713,31335,0.16897215,319.5162488,6805060,63761118,36398028,5327,10234,2.063056437,79.09342112,20325319,416.7322083,39.60954259,23.58602,3.008973343,50175.97381,47.05234254,436.8732239,19.92258296
2022-07-01,Europe,Brazil,3896830,1815,302259,561,42538710,50547,0.466715322,202.9398344,43731703,63156630,37986001,61246,207,0.567028615,85.0230768,509160902,861.8457954,37.91112193,18.78070206,17.78016801,11397.51615,7.386584038,273.9409205,19.64426378
2022-06-01,Europe,Italy,4336787,3841,276393,70,59524339,26162,0.100286472,485.7605135,36321765,62645577,30551792,82675,10846,2.067637122,45.95382102,1387853480,228.2747994,39.14506702,23.5286273,16.00429271,64964.73116,14.01280438,432.8659989,10.96268698
2020-08-01,North America,Russia,2755423,8016,244255,910,33735548,89449,0.336108489,232.4307636,27598238,1656978,55972488,91411,8664,1.832684231,31.87393889,507009279,38.73868248,26.90296561,11.35652569,6.71760129,29824.49353,32.82578876,464.8230518,4.958629046
2020-07-01,Asia,Russia,9132582,4493,110361,593,96549156,98756,0.465618695,98.29346146,50245264,15083795,26324669,78596,15246,1.549479452,90.44692724,308137716,331.4196163,21.51887759,21.0448353,11.36597718,16765.12102,17.36380347,762.1945363,2.083922112
2021-03-01,Europe,Russia,7613287,674,286744,371,99020260,10995,0.466620751,452.3192136,88266032,9905013,29721578,15656,4356,0.598581341,97.21524851,1080345503,984.6173849,37.62909544,21.08937505,10.01374439,60513.71561,45.0514099,452.6230515,12.62532015
2022-12-01,South America,India,3445376,8088,299850,616,21826461,56488,0.257005643,6.911102049,56359088,59953454,29799701,18805,6024,1.259177341,29.02248057,138857248,113.4089202,33.77775386,17.37653589,16.19211256,23154.8974,26.92795874,348.5037418,10.08649445
2021-05-01,North America,Germany,5251035,8578,281366,599,29484553,2631,0.850210982,272.6516012,18954434,34547915,47478303,99902,7605,0.848084958,95.61710561,849322793,56.82983734,42.82148447,16.59140406,9.849223614,60086.63165,16.7330378,281.0923891,8.909923889
2020-12-01,Europe,Brazil,3612600,2158,361185,513,16617198,34954,0.355543506,211.5261971,14110617,16945496,57505537,28855,1436,0.544600772,49.92822467,74982217,54.56764037,26.19147394,23.29816341,17.68991773,12887.78495,38.83558889,544.2600481,10.97905348
2022-12-01,Europe,Russia,8763313,2064,41139,83,26395560,88294,0.175809883,276.722416,67940517,1019925,59034547,61722,13004,1.952224835,98.83981102,186514297,583.3992052,25.42236299,17.33075943,9.219587466,61599.90493,28.18313051,635.2584382,2.343654375
2022-10-01,Asia,Germany,2026793,3253,114919,993,51585473,87278,0.322578395,194.515677,62739605,58334022,64502797,38319,8698,2.342043735,87.78079751,262480946,510.5077399,38.41937676,5.995412216,18.87699528,4339.93343,4.983486107,244.2718423,11.33769608
2022-07-01,Europe,Germany,554594,4979,247677,42,86189770,64471,0.067552883,499.0989234,10067284,5482177,49288228,69126,10797,1.824527026,69.24165893,538666412,356.5750468,45.4409077,7.817298735,3.19940358,21995.12561,8.842540102,725.3128914,14.319321
2021-11-01,Asia,France,8536326,7703,303446,665,82255360,37116,0.032907523,488.2535952,55791516,50803807,66229911,12973,2781,1.303940256,89.49422301,607928089,97.90517634,42.96329745,13.74544697,9.643420208,63779.75967,3.122272714,614.8593157,19.44308751
2022-02-01,Europe,France,3504473,8931,225756,838,67832017,92116,0.605142197,480.8726884,97452588,277460,53588037,82381,443,2.498992225,68.14878727,176203948,241.3997238,48.32593918,21.42414739,7.414955421,42160.31661,45.08415144,189.5614029,15.05415092
2021-10-01,North America,Italy,7299695,1401,349982,933,28779554,34227,0.619147136,489.5425237,37841062,47145222,6023932,48087,16501,1.065887016,44.04037984,52956056,192.3055941,49.15177346,19.66265382,12.04163228,50420.01704,2.410222938,598.9616909,11.41417632
2020-12-01,Europe,Brazil,2204664,3259,461375,605,3447010,1942,0.529588203,396.5061994,8528580,63401714,59005468,57711,9732,0.874262865,94.80495571,625233724,748.2101688,43.16101603,24.48128782,7.739035605,59106.86226,25.8208224,302.5488202,15.56860572
2022-12-01,Europe,Germany,9907771,4214,144615,132,73602786,28069,0.039150544,446.1801126,68171331,51372423,47333147,16549,566,1.509822831,31.41750973,640932533,779.2438729,26.57784132,12.62704438,18.9313503,59330.24717,19.17943168,310.1619199,17.88595277
2021-06-01,Asia,Brazil,686976,3227,225568,394,19347611,87342,0.935973108,207.9663185,9283680,47451000,68870292,61426,19986,1.20964676,35.43953346,475436439,969.350139,33.42647104,8.175816032,17.43528305,45074.75538,24.68280923,158.8414666,2.692829358
2022-12-01,Europe,India,5184502,5818,351136,768,67421280,54348,0.879905433,211.3911703,65580739,47162227,63790581,15730,9844,1.500253917,98.31151048,406605274,916.6108325,48.33028633,13.40055437,9.045351923,55929.82018,15.0136107,267.7466825,8.922389393
2022-08-01,Europe,Italy,6561000,2222,313572,466,50470628,81981,0.510713287,32.89512101,49662087,41458136,6826045,28245,5801,2.147572845,46.5213677,61982913,615.1129995,31.57753933,7.801624158,4.59277796,18539.52373,1.227024858,400.9704097,7.126443112
2022-11-01,Europe,Russia,6671458,2792,23777,897,74239207,17878,0.082293541,404.8484685,70254387,11307379,25892227,44134,13796,2.353936398,73.67670941,1120732040,301.4546804,40.72696662,14.77135158,14.33978908,41019.63198,44.69727179,668.0285234,12.91309376
2021-04-01,Europe,Russia,3674515,4063,446242,147,22613831,78629,0.009109944,181.2316301,16993144,19253284,57905925,84093,5500,1.110743181,22.12304381,719419897,992.2279285,45.29467706,19.96377863,5.081805259,46567.73792,21.66755872,666.0979473,8.447953109
2020-11-01,North America,France,9295925,8224,422769,470,13971740,91987,0.650584987,163.2519197,96508451,76822437,54595143,53595,4781,1.002742258,54.77076764,4787005,288.4669189,45.08740589,21.09457187,19.78049573,4156.501403,7.207805524,493.0529175,6.997453041
2020-06-01,South America,Brazil,6041495,4025,456437,87,12810213,54862,0.374750916,158.4645016,85240055,44784459,66449277,67557,15515,2.144724238,69.54279826,55453203,981.6474904,32.11493208,19.17922073,8.132215381,5995.001918,15.1674618,288.6869319,17.59523532
2020-11-01,Europe,Brazil,791971,6155,444503,789,76892221,20471,0.571588915,181.3296831,24105705,47142077,38377840,8839,7057,0.649220318,80.51987309,383744205,49.3560375,28.89523971,14.15494797,16.25128002,40102.25074,30.8250991,138.9674525,13.94987853
2022-03-01,Europe,Brazil,4378727,6516,241532,81,97381944,60167,0.299466713,282.8176344,9817103,343045,52804491,68838,15855,1.309227666,28.75735579,845677509,312.2279059,36.53850188,17.86768217,4.420309546,21283.3905,23.72117695,461.8655338,16.36018051
2021-09-01,North America,Germany,4327576,7395,31625,864,50096425,14568,0.436777883,419.1271829,74861349,15379063,61772336,9948,16696,1.86087569,71.51596585,282155920,420.2687025,23.9851597,14.64556055,11.28799663,66862.08768,2.154143437,508.4983523,14.15007478
2020-03-01,Europe,India,2799487,4552,434352,269,67696933,91057,0.446477908,158.7080669,9271569,73785709,41886015,93890,17912,1.083763754,71.60849799,497023680,974.3737686,37.30782305,24.49372148,14.39970443,63193.83074,47.22557974,703.2380533,17.85392056
2021-09-01,North America,Italy,7983441,4426,114881,452,56531628,15467,0.168603661,36.9143211,59393845,4496050,9065146,31461,9757,2.146258022,29.53690761,657384489,923.6195885,31.04270987,20.2379921,19.44748437,17267.31835,36.82755977,470.8134357,8.59613178
2022-03-01,North America,Italy,5320385,6919,445625,714,69425002,97555,0.791297746,369.1773014,28914687,66912253,16401821,73034,15760,1.787637638,86.23009893,169642831,91.94084819,47.94947333,8.62147406,15.38253538,67429.64444,22.30018021,623.0499449,5.104790588
2020-11-01,Asia,Russia,2100021,8835,277721,23,49634572,75955,0.648373076,397.5791264,90135040,49068438,42468042,89092,4768,1.219843799,42.24545703,294567844,343.9133512,45.4160654,11.62080035,18.54842864,17451.61967,20.33741646,719.2221393,10.15158468
2022-02-01,Europe,Brazil,6928040,8680,111776,862,29876646,16676,0.167621971,197.9627036,20778094,43578239,61061947,27091,15244,2.492196189,74.90439156,441904795,779.2666121,37.329255,14.85255065,15.13187366,55157.18771,36.38004126,339.0161464,6.752804235
2020-05-01,Europe,Italy,618467,2204,361390,310,67659530,94791,0.837757445,477.1185158,23574490,22443831,52543112,71171,17431,1.983695991,33.58718543,634903112,728.5636718,45.99398442,5.604490241,13.16264868,30705.81462,46.59846401,154.9890542,14.3349143
2022-01-01,North America,Germany,7328141,3276,257831,207,41231294,22650,0.040887097,116.632951,58314516,2212669,42622524,33532,239,2.155822761,2.721427772,1381017274,141.6363875,48.59710409,12.15713088,11.6777013,40500.91818,34.90401888,700.1564435,8.075377203
2020-05-01,Europe,India,5072148,1102,212803,791,65317731,88290,0.078031871,390.4038239,13702784,24177225,13718439,22690,6464,1.384060678,97.06017583,1008930119,936.8543332,21.93105215,16.23354291,7.753903443,14250.25992,17.11429088,438.5097204,6.943280013
2020-04-01,Europe,Brazil,8516999,9433,497873,437,45828857,98092,0.617934456,178.3855235,12825995,61611828,50569922,56196,2461,1.153744299,75.78111596,835477686,837.2894784,47.87254462,20.37332112,6.73954099,34716.02578,22.87712749,537.0506836,14.60220853
2020-01-01,Europe,Russia,6730886,8707,357092,537,71892833,59819,0.944965209,88.73647065,34473851,66227114,65678923,47911,18490,0.672039955,88.7651128,106070647,644.8530957,38.16695318,15.02163105,10.99716696,69607.40753,9.181486384,787.8334301,8.927823447
2022-02-01,Europe,India,8170528,630,205753,421,41352983,3729,0.728642324,187.6327355,10492836,49096973,31251094,29152,9334,1.906496277,36.51429614,46235701,885.3287157,44.88813765,22.0984115,7.893790206,47498.92846,11.66749247,392.5789167,2.59335211
2021-04-01,Asia,Germany,4301754,9171,369942,749,7795087,31351,0.645710345,197.0297599,61657758,63979696,1442970,85884,5124,2.250233386,24.31016356,932090454,988.6523801,47.87329987,5.148871771,17.50079818,13818.13995,34.24419519,789.6485765,19.65899464
2020-11-01,South America,France,1983509,277,249141,496,21588590,24346,0.213895736,43.61206942,28570592,49610368,17910519,54911,16525,0.704907692,51.88578018,565867843,558.5722483,42.79543499,15.97603453,19.36102783,56287.823,4.601827853,334.9569751,4.010262113
2020-10-01,Europe,France,7740141,232,349903,586,85719840,74155,0.597884936,369.3986449,51168608,1696380,25856487,90298,16780,1.701809972,35.57368437,1299566561,268.6905491,29.61134132,23.82036153,7.5716447,61196.79276,19.33473426,623.9437202,8.98637033
2020-06-01,Europe,Italy,6105525,7659,348951,810,97392988,65642,0.379679583,487.1498644,52438119,61247757,3627164,4247,10700,1.591201361,90.64901245,619058913,717.4829963,43.5780233,7.60282661,19.86698852,47918.10162,18.44605487,779.0376997,11.80458067
2022-02-01,Europe,Russia,9587994,25,295457,540,99212831,70290,0.887901838,172.1834442,3552138,76229747,33513136,75114,1028,1.169667271,59.68029523,815851448,544.1281873,40.52812755,14.8643071,18.13241476,36297.70209,2.743736561,272.5160887,10.9072926
2022-10-01,Asia,India,3438618,7468,309044,164,31228450,44293,0.40419488,324.109468,31646748,6082134,3230794,69724,10368,0.654834664,50.77118847,225344929,546.1081478,21.95740508,13.82173945,16.8985583,65293.56547,6.509388715,656.5015337,7.272802904
2022-11-01,North America,Italy,1418175,6599,348216,294,18804307,40403,0.981877296,120.8121359,62009707,22903319,9683588,2696,14611,1.930243356,78.35731351,67380648,369.7925598,36.09160542,6.794393649,10.40641451,66388.47168,19.56492814,603.7966492,4.992953004
2022-01-01,North America,Italy,3806688,5102,358511,41,31696058,1225,0.701953534,345.8728563,7753653,57773942,35387004,62041,13394,1.870556309,44.2350227,1188252586,183.035113,48.2807248,5.930021279,14.5878295,16252.64378,40.55751156,126.0072057,18.60443215
2020-01-01,Europe,India,7265795,7006,49156,923,59911590,12196,0.496121694,32.58599795,49952914,48990296,469303,19713,1855,0.7686246,40.92358621,1089185898,460.9226039,40.8427892,13.78268855,19.87179327,14897.69877,20.65549735,272.5874364,3.100849966
2022-05-01,Europe,India,3772962,3483,208281,284,12490289,69786,0.430920564,481.5926948,19665209,1813028,60872511,44549,16319,0.803130513,88.70779545,1238393882,503.3722236,28.81917852,11.93723959,9.965668731,7982.427692,37.78866059,324.598171,14.11511537
2021-06-01,North America,Italy,4041776,1994,87453,938,3732622,15372,0.954364616,174.495054,67174947,29139797,64369016,43548,19813,1.004967448,61.01090343,1053242114,483.5993657,24.84488881,16.10648339,4.921776714,32281.80213,14.76028507,402.5790323,17.8320261
2020-04-01,Europe,Italy,3451356,215,59164,909,76214551,92404,0.289006335,491.795396,11326949,11758419,14264160,4641,9880,1.010343869,65.37023965,510147094,519.04364,36.9543082,22.23943788,12.36517863,50733.14806,29.93665562,242.1330583,16.00901073
2021-04-01,Asia,India,9520173,7605,447746,715,13596880,38187,0.468538045,438.3749316,29505636,38134087,27529432,71095,16953,0.611968204,95.25163387,338596368,232.4679321,23.22369038,14.10333172,3.501119261,14521.31471,22.52873472,396.7976916,14.62996383
2022-09-01,South America,India,3444084,9915,199271,430,36643118,48481,0.989179233,80.18295495,47988842,67994909,38389960,99564,12886,1.868447862,48.00270896,826662223,138.2008819,21.71175151,15.42484422,11.35935838,16867.64319,23.30678098,142.4899084,16.62098462
2020-01-01,Asia,India,8519981,8350,402681,415,61042997,67969,0.422870116,217.1694258,34763042,27404774,43026831,2023,6514,1.022359308,20.48459742,88269646,126.4335158,40.21394339,7.202390478,10.02862814,8712.404317,45.2907528,669.300832,7.956015995
2021-07-01,Europe,Russia,8503902,3313,396875,425,37627908,96669,0.017151681,167.9796241,40268392,50873075,47688020,86190,12601,1.223405603,43.38331652,327202924,429.4968552,49.06822785,8.581784835,13.93264596,13240.05879,1.731470628,562.5775952,7.665322019
2020-05-01,Asia,Russia,6214624,9968,453505,415,45965380,99605,0.820153659,271.2766219,83121884,47448049,44559294,87253,16411,2.135397878,48.29905738,741726657,537.2894602,45.74298508,20.85129282,19.27487943,11363.60119,8.421398543,733.086593,5.150431656
2020-06-01,North America,France,6357182,5939,115819,370,31335729,74486,0.857200334,268.6977126,29295842,10605564,13272756,98086,5349,1.050883579,95.50007575,1313824157,520.4303052,35.00076058,23.96247564,14.81292101,7598.730077,46.54060365,189.4402808,4.660877525
2021-04-01,North America,Russia,4335868,2295,266907,384,41814714,74474,0.375054387,139.4827186,81975891,13151982,33385283,55189,1029,1.705907488,10.02545441,262475807,399.8218766,40.22387687,21.20340333,9.741569307,11737.52994,8.064605229,731.3498094,3.453101525
2022-04-01,North America,Germany,3886402,1946,309732,633,69191416,71180,0.399395348,14.79680178,6037240,48203586,19643764,3474,17725,0.773545006,96.31127394,67354243,688.117762,35.56424304,5.952644174,15.91330787,8688.450143,15.1692485,525.9503268,10.54424685
